pca_0,pca_1,pca_2,pca_3,pca_4,pca_5
1.858084163685548,0.9856460606806178,-0.5944443291131305,0.7027841291998717,-0.5626378510737223,-0.11110571359487527
0.9206166234736607,1.2739544413096984,-1.2639896254873648,1.202387186139257,-0.09186560592590388,0.16228813383105387
1.7742492589025896,0.5983829628173174,-1.3281282476940166,0.841122645645015,0.08140825129280682,-0.04611402314676522
1.4535478730433695,1.1766727911951165,-0.8271105199052327,1.8106662458710843,-0.11539218014461963,-0.4955893580237315
2.584007103853313,1.509355409265087,-0.4871675038755417,1.2037435955807148,-0.03962456896700168,-0.24095798691922943
1.6686189775005231,1.755505704433599,-0.7416009249588754,1.8034086405241945,0.029015002163237165,0.19328252093970172
1.9268154142091771,1.724644440210229,-0.9611871659156777,1.447134825579511,0.7087753717089221,0.03149409793903969
2.387013027898062,0.7452044491567219,-0.4955998236538313,1.5195154179123567,-0.14295365919806405,0.22127597184923314
2.494238718873977,1.0525002175947824,-0.044678466965673146,0.961399794610141,0.11433440075284572,0.10999629625463606
2.67234845384969,1.7799207430595831,0.12187964419498859,0.9936755105498951,-0.18466903111023797,-0.4302064880205701
0.5511129761615087,1.3991301703775632,-1.376888164672879,0.7293991977603991,-0.012450236464476,0.13403350358732855
2.713468469721404,0.8234901195554077,0.32491975434842246,1.0685066054077057,-0.8312665046221576,0.007439098815517574
1.7062813030042328,1.2441125193850586,-0.4622684573530718,0.6543873327112134,-0.788315464835957,-0.01590369011218335
1.4674227845279382,1.740726614931041,-1.0731968417358513,1.2840398916100586,-0.30451308889840767,-0.07327542512545794
2.2968499275593226,1.1421959996403421,-0.386723429841622,1.6254584409843762,-0.2052103315372904,-0.19230472848963795
-0.09680319470813106,0.5361920957758899,-2.5462064631221644,1.172976384708814,0.7321605851866478,-0.19538589733155973
1.1579721809049603,0.7843533021894152,-1.0987966963707247,1.3060095607422395,0.29977451049141085,-0.04063866255087907
1.3930412174306313,1.501192511095348,-1.2278851112211455,1.0530086494770807,0.6885901949397241,-0.1082458965146536
1.6117129542676758,0.898785354035002,-1.2399313677743207,0.9773409644359342,-0.1475230274325337,-0.11663830648991677
3.0129266345508725,1.2457117632304415,-1.1951064830010625,0.9921738965576693,-0.4335947684913947,0.003666160354031218
2.7296257329704936,1.4919711541674356,-2.31821603715107,2.271543263665767,0.43296367090788457,-0.08600854532417507
2.9390393758958977,1.1479073766347148,-0.506290157909306,1.0432066775641469,-0.3436435556024582,-0.27198601233057973
1.8610692115017127,0.4243748935540772,0.24811295810676717,1.044991410769181,-0.42066744111215,-0.21073774138995427
3.2510911387687496,0.564843517011549,-1.3130897853768233,1.3423767958832151,-0.3864561673715863,-0.08038521297531245
2.592608478567865,1.3561823978703929,-1.1946278654610578,1.3325409342238286,-0.22856796066104923,-0.015234300623274074
2.9954840590950407,1.8793648724762253,-1.2752139973872023,1.2224511296003477,-0.05446996463960238,-0.4528565209952414
0.8951040624612727,1.3960573229345525,-1.2091636789838907,1.190362576108998,0.25570559857051767,-0.1152848065473184
1.939101805821012,0.03519926843179589,0.3843853041432234,0.840289439019007,-0.7944303735645378,0.3499921082010437
1.5687374003363157,1.7864740285307839,0.09315693642264905,0.8260630853732372,-0.24211718170902385,-0.12373190400748871
2.6945826991456916,1.113234828029452,-0.18150056767807676,1.356021765647419,-0.7084431050681952,-0.20418948262662712
4.059024066799455,0.6701457382943036,-1.2681450403401076,1.3285986393088969,0.07541269774929911,0.022017887086284514
1.2082524669288968,1.0394351673341689,-1.0543677751715368,1.3692488468160708,0.08164764256488038,0.10220580534855465
1.2358945404661124,0.9063016693407893,-0.6966703395768009,1.5303029468227278,0.10986314062144681,0.16336619945167924
0.6837289898818857,0.7748246421304672,-1.3833273250844196,1.389462325123063,0.8242948027124549,0.07636468364038825
1.4665731860970084,1.4865506906139787,-0.3001363221355307,0.6178302061844548,-0.546557075712868,0.14309980548237508
2.5282451861232675,1.808146393075093,0.031560811381095843,1.7640871585479085,-0.6227344307686478,-0.06842500683553837
1.4114075164180715,0.9158082991124908,-2.0404838858573084,1.2596939361878006,0.714270055512121,-0.11247095803782237
2.68173713372766,1.3640100006091602,-1.3195322144184078,1.5962373763102542,0.37559759738587223,-0.5412749345735809
0.9416937521663179,0.9327115897217639,-1.0395635239482726,0.805160720681676,-0.2124335862257424,0.07389620996236726
0.0594321945615408,1.3666565483148416,-2.3125095267444524,0.8396266069193408,0.6068865327182961,-0.03765626248423639
3.029397263400325,1.4954641107811322,-0.17232407969113941,0.8668880035113372,-0.18686973046857885,-0.09996782021336766
0.4979730957806918,0.8566508002247035,-1.2871019389186429,0.8875559397965849,-0.43110052313960806,0.00041658821955990733
2.251679665471928,1.1811317444512877,-1.2984492357927266,1.1484442586390848,0.07260789912042306,-0.19357050100745127
2.83059671968462,0.9927131853315715,0.27283915735245856,0.6759663156925582,-0.6548155413251164,-0.07535831715475666
0.1377182429212991,0.9423256941349514,-1.765254130223709,0.5448472862359299,0.3503645380373055,0.11129695870684628
1.3515163771809975,0.7979361506364692,-0.6021729462870652,1.08104374141373,-0.5378936607510831,-0.15922641263329732
1.4965881194416844,0.7024799874644464,-0.14476634078590908,0.6825952844975177,-0.1860001991582892,0.33085646110812106
1.6611685825898643,0.6406463377730777,-1.2424110569932025,1.0597205353337613,-0.4994075590763111,-0.41217505051891684
2.5484306729996615,0.8610485209760117,0.5587473604502693,1.0877946988463232,0.1881150713235414,-0.011967695363758656
1.3887794958697186,0.9216995021812555,-0.8587165927141244,1.1556987257562867,-0.21362630326455953,0.016333410340725097
0.9165535623317149,0.5832345678170247,-1.3831576670566679,0.5764679628818824,-0.12097163323061036,-0.13680069635975364
3.156503874749414,1.3068915171300832,-0.7729461913571594,0.6719601290017498,0.13727117937141267,0.40419174323486595
1.208105829759781,0.9195077538263098,-0.958528263464064,1.109253526077649,-0.16610744329168564,-0.2936082742021042
2.395282757294078,1.0962730567805872,-0.9986966936836984,1.4651507768701781,-0.42216978737874833,-0.20943458293373463
3.040095962656911,1.6315586581370343,0.023714542802571962,0.9423919576821046,-0.5636174881533487,-0.05931647996447342
2.773171726760888,0.9459519883688392,0.4074166771496492,1.033949014578187,-0.39678190946077085,-0.12609354048398305
0.8875498469444633,0.712991739498277,-0.5177232565993158,0.7576067127270255,-0.3240333735690867,0.17830945209490928
0.9317553232393526,0.9293982682741418,-1.566942435600025,1.2138509596241502,0.5100094596361578,-0.0024089066410014274
2.7766604485870534,0.4087809035678162,-0.3364054744588151,1.308352117944634,0.1404287803657933,-0.0909736869638057
0.7317649143177847,0.9166982971981922,-1.156678181922731,0.6160743266376248,0.2522801140992957,0.2941862071547171
2.1498468707740974,1.2798786498839894,-2.235476413690412,1.5846736887836306,0.7859879907891293,-0.30777915010865414
0.5000458766639577,0.2772361380795187,-1.784698128208668,1.168345571812588,0.4977845430770061,-0.09304335711813275
2.1217944753792413,0.5604830318976657,-1.0317083196596541,1.5568088462888978,-0.2808744335174753,-0.20931875331552527
1.8256792994786075,0.7201025985703405,0.10453114220052787,0.8936890436758027,-0.6367045234285645,0.018747733456864084
1.9620738279456509,1.0893926726253047,-0.37185211922482986,1.0171221305872689,-0.3860565492548093,0.017370779762108365
2.83907915063572,0.47401166065832495,-0.5166946400682577,1.7302087537269804,-0.5267504911334359,-0.31220745335754435
2.33703184753929,1.7211493539042462,-1.1590519956790821,1.1625874069751525,0.4066734706115537,-0.13594268925875883
2.6749257662657198,0.7706215106332396,-0.4163799209829199,0.7958701770012608,-0.2806024859300056,-0.17507562805707153
2.164509295458412,1.9873367909283597,0.20858982567284423,1.0031979674301383,-0.6931033038098117,0.2069316872479089
2.2247723414204836,2.2567363546621912,-1.7366369979798326,1.1852492644230723,0.22098497586219504,-0.34575817745107834
2.5805356777460937,2.0167687486213244,-0.7972108613644269,0.8468671613772859,0.7758136095604525,0.49183063434736757
1.6133965136483739,0.7319404196040377,-0.2440147783873267,1.1733745933478534,-0.44606085397622797,0.06661337432070945
0.17068717226872437,1.9036117825971781,-1.1937520000556283,0.5363767668417727,0.5535712104926932,0.08052053593650743
3.1706874665304907,1.2564823720076108,-1.3479942635618702,1.7783411345011702,0.15198820336446425,-0.20149726186204212
2.4631090172290815,2.0604189824848334,-0.6966457095544243,1.1403354374329715,-0.07523031045073483,-0.6332856429500765
2.6924560853486135,2.078559513065278,0.12053083736461818,1.159896711271267,-0.6923658835440699,-0.1115054053208943
3.0751511807591103,0.19683913986156207,-0.6755307820526697,1.3437666253548863,0.3752231352166283,-0.33739384260027505
1.332585666620567,0.7854225293524909,-0.6170225845555347,0.9841685727782024,0.044847343988292425,-0.5016143199400083
0.3932490966326035,1.9783817504349581,-2.1051459446156944,0.992722179528788,1.3431367435118504,0.3544229678359789
2.1856258031665203,0.6478765164124022,-0.7561811915128386,0.82071625583066,0.7317434739686046,0.1278539394982278
2.0339308013984443,0.5369957468261971,0.23270072540951128,1.2339301497999748,-0.6949669174117815,-0.3266045893790681
2.0700914450241643,0.8229370271920065,-0.8397820964467725,1.0151948779176945,-0.42542017700010015,-0.28959313038507817
3.620956796369097,0.8637107537218441,-0.6191244731425616,1.3309317158290976,-0.009161701658142833,-0.011617885729290435
0.8832794355186596,0.3197372929519615,-1.244918748445295,0.8260579379146603,-0.28363577789037425,0.24283435594582853
2.08723776059101,1.9537588650123756,0.43929340731677313,1.2168155743334386,-0.03140248001966548,-0.1578449805477183
2.267961990477776,0.8256578033179569,-0.20511345940179565,1.457341919775234,-0.15169813113809347,-0.12789483281149852
2.6106517573207877,1.1071441257567827,-0.20287585099037858,1.4583434218045086,-0.821099154557853,-0.049773538212727265
0.5800799040774937,0.8649250445183905,-1.1917369327261451,0.721831322096928,-0.3473593242324795,0.21336153019818282
2.5727936789184573,0.8120572219564337,0.5092736195083075,0.5991899608274243,-0.345777384686568,-0.19381643104329999
1.9389744282951429,1.4549300848338556,0.10491170820606412,1.103873031984926,-0.4181587554785621,0.4057914656220737
